,datetime,mss_payload_id,mss_payload_mode,mss_payload_error,mss_payload_temp1,mss_payload_temp2,mss_payload_reserved,packet_version_number,packet_type,packet_secondary_header_flag,packet_id,packet_grouping_flag,packet_sequence_count,packet_data_length,time_ms_in_week,time_week_number,word_10_spare,command_count,last_command_mss_coarse_time,last_command_mss_fine_time,word__spare,last_command_opcode,last_command_parameter_1,last_command_parameter_2,last_command_parameter_3,last_command_parameter_4,last_command_parameter_5,last_command_parameter_6,word_23_spare,word_24_spare,word_25_spare,word_26_spare,word_27_spare,word_28_spare,word_29_spare,word_30_spare,command_response_high_word,command_response_low_word
118,03/06/2017 02:56:09.8397,402,1,0,58,60,0,0,0,1,1025,3,36,49,3862297,0,0,36,1172868962,78,105,47,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
119,03/06/2017 02:56:32.7507,402,1,0,58,60,0,0,0,1,1025,3,37,49,3885498,0,0,37,1172868985,132,105,48,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
120,03/06/2017 02:56:48.8857,402,1,0,58,60,0,0,0,1,1025,3,38,49,3901698,0,0,38,1172869002,185,105,47,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
121,03/06/2017 02:57:04.8857,402,1,0,58,60,0,0,0,1,1025,3,39,49,3917999,0,0,39,1172869018,242,105,48,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
122,03/06/2017 02:57:19.7247,402,1,0,58,60,0,0,0,1,1025,3,40,49,3932199,0,0,40,1172869033,51,105,47,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
123,03/06/2017 02:57:32.8307,402,1,0,58,60,0,0,0,1,1025,3,41,49,3945400,0,0,41,1172869046,104,105,48,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
124,03/06/2017 03:01:40.7157,402,17,0,58,60,0,0,0,1,1025,3,42,49,4193508,0,0,42,1172869294,153,105,13,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
125,03/06/2017 03:02:11.9017,402,17,0,58,60,0,0,0,1,1025,3,43,49,4224809,0,0,43,1172869325,202,105,61,2000,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2000
126,03/06/2017 03:04:10.7480,402,17,0,58,60,0,0,0,1,1025,3,44,49,4344014,0,0,44,1172869444,23,105,8,150,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,150
127,03/06/2017 03:04:49.7499,402,17,0,57,60,0,0,0,1,1025,3,45,49,4382315,0,0,45,1172869483,85,105,8,153,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,153
128,03/06/2017 03:05:08.8188,402,17,0,57,60,0,0,0,1,1025,3,46,49,4401516,0,0,46,1172869502,133,105,8,110,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,110
129,03/06/2017 03:07:00.7540,402,17,0,57,60,0,0,0,1,1025,3,47,49,4513620,0,0,47,1172869613,184,105,62,11,150,0,0,0,0.0,0,0,0,0,0,0,0,0,0,150
130,03/06/2017 03:08:44.9104,402,17,0,57,60,0,0,0,1,1025,3,48,49,4617923,0,0,48,1172869718,227,105,62,11,50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,50
131,03/06/2017 03:09:17.8187,402,17,0,57,60,0,0,0,1,1025,3,49,49,4650324,0,0,49,1172869750,77,105,62,12,90,0,0,0,0.0,0,0,0,0,0,0,0,0,0,90
132,03/06/2017 03:10:10.7340,402,17,0,57,60,0,0,0,1,1025,3,50,49,4703526,0,0,50,1172869803,136,105,8,111,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,111
