,datetime,word_1,word_2,word_3,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_11,word_12,word_13,word_14,word_15,word_16,word_17,word_18,word_19,word_20,word_21,word_22,word_23,word_24,word_25,word_26,word_27,word_28,word_29,word_30,word_31,word_32
21,09/27/2016 02:57:16.7876,0000000110010010,0000000100000000,0011011000110000,0000000000000000,0000110000000001,1100000000010011,0000000000110001,0000000001010010,0101011000011101,0000000000000000,0000000000010011,0100010100010101,1001000110011110,0011011101101001,0000000000001000,0000000001101110,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000001101110
22,09/27/2016 02:58:09.8706,0000000110010010,0000000100000000,0011011000110000,0000000000000000,0000110000000001,1100000000010100,0000000000110001,0000000001010011,0010001111111001,0000000000000000,0000000000010100,0100010100010101,1001000111010010,1110011101101001,0000000000111110,0000000000001011,0000000000110010,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000110010
23,09/27/2016 02:58:42.7226,0000000110010010,0000000100000000,0011011000110000,0000000000000000,0000110000000001,1100000000010101,0000000000110001,0000000001010011,1010010000011001,0000000000000000,0000000000010101,0100010100010101,1001000111110011,1100100101101001,0000000000111110,0000000000001100,0000000000011110,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000011110
24,09/27/2016 02:59:07.8166,0000000110010010,0000000100000000,0011011000110000,0000000000000000,0000110000000001,1100000000010110,0000000000110001,0000000001010100,0000011011101101,0000000000000000,0000000000010110,0100010100010101,1001001000001100,1111111101101001,0000000000001000,0000000001110000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000001110000
25,09/27/2016 03:01:51.8463,0000000110010010,0000000100000000,0011011000110000,0000000000000000,0000110000000001,1100000000010111,0000000000110001,0000000001010110,1000011111110010,0000000000000000,0000000000010111,0100010100010101,1001001010110001,0010011101101001,0000000000001000,0000000001101110,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000001101110
26,09/27/2016 03:24:46.8017,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000011000,0000000000110001,0000000001101011,1000000001010001,0000000000000000,0000000000011000,0100010100010101,1001100000001111,0110101001101001,0000000000111110,0000000000001011,0000000000110010,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000110010
27,09/27/2016 03:25:20.8101,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000011001,0000000000110001,0000000001101100,0000010110000101,0000000000000000,0000000000011001,0100010100010101,1001100000110001,1001001101101001,0000000000111110,0000000000001100,0000000000011110,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000011110
28,09/27/2016 03:25:52.8944,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000011010,0000000000110001,0000000001101100,1000010011011101,0000000000000000,0000000000011010,0100010100010101,1001100001010010,0010111101101001,0000000000001000,0000000001110100,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000001110100
29,09/27/2016 03:27:39.8891,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000011011,0000000000110001,0000000001101110,0010010101000110,0000000000000000,0000000000011011,0100010100010101,1001100010111100,1100010001101001,0000000000001000,0000000001101110,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000001101110
30,09/27/2016 03:28:25.9277,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000011100,0000000000110001,0000000001101110,1101101101001110,0000000000000000,0000000000011100,0100010100010101,1001100011101011,0101101101101001,0000000000111110,0000000000001011,0000000000110010,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000110010
