,datetime,mss_payload_id,mss_payload_mode,mss_payload_error,mss_payload_temp1,mss_payload_temp2,mss_payload_reserved,packet_version_number,packet_type,packet_secondary_header_flag,packet_id,packet_grouping_flag,packet_sequence_count,packet_data_length,time_ms_in_week,time_week_number,word_10_spare,dynamics_profile_amplitude,dynamics_profile_start_frequency,dynamics_profile_stop_frequency,dynamics_profile_start_window,dynamics_profile_stop_window,dynamics_profile_sweep_duration,iv_sweep_mask_cell_string_,iv_sweep_steps,iv_sweep_min_current,iv_sweep_max_current,iv_sweep_duty_cycle,camera_1_on_off,camera_2_on_off,camera_3_on_off,camera_4_on_off,word_22_spare,video_output_camera_no,dynamics_profile_amplitude_start,dynamics_profile_amplitude_stop,word_26_spare,word_27_spare,word_28_spare,word_29_spare,word_30_spare,word_31_spare,current_telemetry_format
0,10/19/2016 09:06:13.9811,402,1,0,28,21,0,0,0,1,1029,3,1,49,245701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,49032,49032,49032,49032,49032,49032,0
1,10/19/2016 09:06:15.0832,402,1,0,28,21,0,0,0,1,1029,3,2,49,246701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,50032,50032,50032,50032,50032,50032,0
2,10/19/2016 09:06:15.0922,402,1,0,28,21,0,0,0,1,1029,3,2,49,246701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,50032,50032,50032,50032,50032,50032,0
3,10/19/2016 09:06:15.9813,402,1,0,28,21,0,0,0,1,1029,3,3,49,247701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,51032,51032,51032,51032,51032,51032,0
4,10/19/2016 09:06:17.0734,402,1,0,28,21,0,0,0,1,1029,3,4,49,248701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,52032,52032,52032,52032,52032,52032,0
5,10/19/2016 09:06:17.9695,402,1,0,28,21,0,0,0,1,1029,3,5,49,249701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,53032,53032,53032,53032,53032,53032,0
6,10/19/2016 09:06:17.9795,402,1,0,28,21,0,0,0,1,1029,3,5,49,249701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,53032,53032,53032,53032,53032,53032,0
7,10/19/2016 09:06:19.0646,402,1,0,28,21,0,0,0,1,1029,3,6,49,250701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,54032,54032,54032,54032,54032,54032,0
8,10/19/2016 09:06:19.9497,402,1,0,28,21,0,0,0,1,1029,3,7,49,251701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,55032,55032,55032,55032,55032,55032,0
9,10/19/2016 09:06:19.9597,402,1,0,28,21,0,0,0,1,1029,3,7,49,251701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,55032,55032,55032,55032,55032,55032,0
10,10/19/2016 09:06:21.0488,402,1,0,28,21,0,0,0,1,1029,3,8,49,252701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,56032,56032,56032,56032,56032,56032,0
11,10/19/2016 09:06:21.9389,402,1,0,28,21,0,0,0,1,1029,3,9,49,253701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,57032,57032,57032,57032,57032,57032,0
12,10/19/2016 09:06:23.0290,402,1,0,28,21,0,0,0,1,1029,3,10,49,254701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,58032,58032,58032,58032,58032,58032,0
13,10/19/2016 09:06:23.0380,402,1,0,28,21,0,0,0,1,1029,3,10,49,254701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,58032,58032,58032,58032,58032,58032,0
14,10/19/2016 09:06:23.9291,402,1,0,28,21,0,0,0,1,1029,3,11,49,255701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,59032,59032,59032,59032,59032,59032,0
15,10/19/2016 09:06:23.9381,402,1,0,28,21,0,0,0,1,1029,3,11,49,255701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,59032,59032,59032,59032,59032,59032,0
16,10/19/2016 09:06:23.9471,402,1,0,28,21,0,0,0,1,1029,3,11,49,255701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,59032,59032,59032,59032,59032,59032,0
17,10/19/2016 09:06:25.0342,402,1,0,28,21,0,0,0,1,1029,3,12,49,256701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,60032,60032,60032,60032,60032,60032,0
18,10/19/2016 09:06:26.1243,402,1,0,28,21,0,0,0,1,1029,3,13,49,257701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,61032,61032,61032,61032,61032,61032,0
19,10/19/2016 09:06:26.1343,402,1,0,28,21,0,0,0,1,1029,3,13,49,257701,0,0,0,0.0,2.0,0.5,5.0,60.0,0,256,0.0,0.60009765625,60.0,0,0,0,0,0,0,800,800,61032,61032,61032,61032,61032,61032,0
