,datetime,mss_payload_id,mss_payload_mode,mss_payload_error,mss_payload_temp1,mss_payload_temp2,mss_payload_reserved,packet_version_number,packet_type,packet_secondary_header_flag,packet_id,packet_grouping_flag,packet_sequence_count,packet_data_length,time_ms_in_week,time_week_number,word_10_spare,command_count,last_command_mss_coarse_time,last_command_mss_fine_time,word__spare,last_command_opcode,last_command_parameter_1,last_command_parameter_2,last_command_parameter_3,last_command_parameter_4,last_command_parameter_5,last_command_parameter_6,word_23_spare,word_24_spare,word_25_spare,word_26_spare,word_27_spare,word_28_spare,word_29_spare,word_30_spare,command_response_high_word,command_response_low_word
35,10/19/2016 11:11:18.7591,402,17,0,33,21,0,0,0,1,1025,3,35,49,7749866,0,0,35,1160928676,175,105,18,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
36,10/19/2016 11:12:16.8009,402,17,0,33,21,0,0,0,1,1025,3,36,49,7808067,0,0,36,1160928734,221,105,19,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
37,10/19/2016 11:14:52.7747,402,17,0,33,21,0,0,0,1,1025,3,37,49,7964168,0,0,37,1160928891,1,105,17,1,1,3,0,0,0.0,0,0,0,0,0,0,0,0,0,1
38,10/19/2016 11:19:30.8707,402,17,0,33,21,0,0,0,1,1025,3,38,49,8242370,0,0,38,1160929169,41,105,15,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
39,10/19/2016 11:20:41.7537,402,17,0,33,21,0,0,0,1,1025,3,39,49,8313571,0,0,39,1160929240,90,105,14,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2
40,10/19/2016 11:23:39.8117,402,17,1,33,21,0,0,0,1,1025,3,40,49,8491672,0,0,40,1160929418,127,105,18,2,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2
41,10/19/2016 11:23:39.8217,402,17,1,33,21,0,0,0,1,1025,3,40,49,8491672,0,0,40,1160929418,127,105,18,2,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2
42,10/19/2016 11:24:09.6727,402,17,1,33,21,0,0,0,1,1025,3,41,49,8520873,0,0,41,1160929447,178,105,19,2,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2
43,10/19/2016 11:25:48.7127,402,17,0,33,21,0,0,0,1,1025,3,42,49,8619974,0,0,42,1160929546,199,105,15,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2
44,10/19/2016 11:27:19.7847,402,1,0,33,21,0,0,0,1,1025,3,43,49,8711374,0,0,43,1160929638,61,105,13,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
45,10/19/2016 11:31:11.6837,402,1,0,33,21,0,0,0,1,1025,3,44,49,8943576,0,0,44,1160929870,121,105,47,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
46,10/19/2016 11:32:10.7927,402,1,0,33,21,0,0,0,1,1025,3,45,49,9001877,0,0,45,1160929928,163,105,48,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
47,10/19/2016 11:32:57.6637,402,1,0,33,21,0,0,0,1,1025,3,46,49,9049477,0,0,46,1160929976,85,105,47,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
48,10/19/2016 11:34:46.6607,402,1,0,33,21,0,0,0,1,1025,3,47,49,9158178,0,0,47,1160930084,244,105,48,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
49,10/19/2016 11:35:43.7277,402,1,0,33,21,0,0,0,1,1025,3,48,49,9215079,0,0,48,1160930141,244,105,47,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
50,10/19/2016 11:36:57.7027,402,1,0,33,21,0,0,0,1,1025,3,49,49,9289079,0,0,49,1160930215,236,105,48,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
51,10/19/2016 11:38:27.6967,402,1,0,33,21,0,0,0,1,1025,3,50,49,9378880,0,0,50,1160930305,179,105,47,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
52,10/19/2016 11:40:26.7037,402,1,0,33,21,0,0,0,1,1025,3,51,49,9497981,0,0,51,1160930424,201,105,48,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
53,10/19/2016 11:41:16.6257,402,1,0,33,21,0,0,0,1,1025,3,52,49,9548582,0,0,52,1160930475,118,105,47,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
54,10/19/2016 11:42:44.7697,402,1,0,33,21,0,0,0,1,1025,3,53,49,9636382,0,0,53,1160930563,42,105,48,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
55,10/19/2016 11:43:08.6817,402,1,0,33,21,0,0,0,1,1025,3,54,49,9659883,0,0,54,1160930586,186,105,47,6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
56,10/19/2016 11:44:26.7097,402,1,0,33,21,0,0,0,1,1025,3,55,49,9738483,0,0,55,1160930665,76,105,48,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
57,10/19/2016 11:59:57.6627,402,1,0,32,21,0,0,0,1,1025,3,56,49,10669591,0,0,56,1160931596,105,105,8,110,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,110
58,10/19/2016 12:00:42.7472,402,1,0,32,21,0,0,0,1,1025,3,57,49,10713992,0,0,57,1160931640,218,105,57,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
