,datetime,ascii_data,mss_payload_id,mss_payload_mode,mss_payload_error,mss_payload_temp1,mss_payload_temp2,mss_payload_reserved,packet_version_number,packet_type,packet_secondary_header_flag,packet_id,packet_grouping_flag,packet_sequence_count,packet_data_length,time_ms_in_week,time_week_number,word_10_spare,ascii_data
0,10/19/2016 03:03:05.5352,[1553   ] SEQ_RUN seq=110,402,1,0,32,32,0,0,0,1,1026,3,105,49,1568899,0,0,[1553   ] SEQ_RUN seq=110
1,10/19/2016 03:03:05.5352,[1553   ] SEQ_RUN seq=110,402,1,0,32,32,0,0,0,1,1026,3,105,49,1568899,0,0,[1553   ] SEQ_RUN seq=110
2,10/19/2016 03:03:05.5452,[1553   ] SEQ_RUN seq=110,402,1,0,32,32,0,0,0,1,1026,3,105,49,1568899,0,0,[1553   ] SEQ_RUN seq=110
3,10/19/2016 03:03:05.5452,[1553   ] SEQ_RUN seq=110,402,1,0,32,32,0,0,0,1,1026,3,105,49,1568899,0,0,[1553   ] SEQ_RUN seq=110
4,10/19/2016 03:03:06.3542,TaskRun   seqTask_110 [uid=1361810275],402,1,0,32,32,0,0,0,1,1026,3,106,49,1568900,0,0,TaskRun   seqTask_110 [uid=1361810275]
5,10/19/2016 03:03:06.3542,TaskRun   seqTask_110 [uid=1361810275],402,1,0,32,32,0,0,0,1,1026,3,106,49,1568900,0,0,TaskRun   seqTask_110 [uid=1361810275]
6,10/19/2016 03:03:06.3632,[0000013] cmd:success [0x0000006e],402,1,0,32,32,0,0,0,1,1026,3,107,49,1568901,0,0,[0000013] cmd:success [0x0000006e]
7,10/19/2016 03:03:06.3632,[0000013] cmd:success [0x0000006e],402,1,0,32,32,0,0,0,1,1026,3,107,49,1568901,0,0,[0000013] cmd:success [0x0000006e]
8,10/19/2016 03:03:06.3722,[110:000] PCU_ENABLE bus=1,402,1,0,32,32,0,0,0,1,1026,3,108,49,1568905,0,0,[110:000] PCU_ENABLE bus=1
9,10/19/2016 03:03:06.3722,[110:000] PCU_ENABLE bus=1,402,1,0,32,32,0,0,0,1,1026,3,108,49,1568905,0,0,[110:000] PCU_ENABLE bus=1
10,10/19/2016 03:03:06.3832,[0000014] cmd:success [0x00000001],402,1,0,32,32,0,0,0,1,1026,3,109,49,1568916,0,0,[0000014] cmd:success [0x00000001]
11,10/19/2016 03:03:06.3832,[0000014] cmd:success [0x00000001],402,1,0,32,32,0,0,0,1,1026,3,109,49,1568916,0,0,[0000014] cmd:success [0x00000001]
12,10/19/2016 03:03:06.3922,[110:001] SEQ_SLEEP dtms=500,402,1,0,32,32,0,0,0,1,1026,3,110,49,1568916,0,0,[110:001] SEQ_SLEEP dtms=500
13,10/19/2016 03:03:06.3922,[110:001] SEQ_SLEEP dtms=500,402,1,0,32,32,0,0,0,1,1026,3,110,49,1568916,0,0,[110:001] SEQ_SLEEP dtms=500
14,10/19/2016 03:03:06.4012,[110:002] SEQ_REG_SET reg=11 val=0x0,402,1,0,32,32,0,0,0,1,1026,3,111,49,1569417,0,0,[110:002] SEQ_REG_SET reg=11 val=0x0
15,10/19/2016 03:03:06.4012,[110:002] SEQ_REG_SET reg=11 val=0x0,402,1,0,32,32,0,0,0,1,1026,3,111,49,1569417,0,0,[110:002] SEQ_REG_SET reg=11 val=0x0
16,10/19/2016 03:03:06.4102,[110:003] SEQ_REG_SET reg=12 val=0x0,402,1,0,32,32,0,0,0,1,1026,3,112,49,1569439,0,0,[110:003] SEQ_REG_SET reg=12 val=0x0
17,10/19/2016 03:03:06.4102,[110:003] SEQ_REG_SET reg=12 val=0x0,402,1,0,32,32,0,0,0,1,1026,3,112,49,1569439,0,0,[110:003] SEQ_REG_SET reg=12 val=0x0
18,10/19/2016 03:03:06.4182,TaskStop  seqTask_110 [uid=1361810275],402,1,0,32,32,0,0,0,1,1026,3,113,49,1569481,0,0,TaskStop  seqTask_110 [uid=1361810275]
19,10/19/2016 03:03:06.4182,TaskStop  seqTask_110 [uid=1361810275],402,1,0,32,32,0,0,0,1,1026,3,113,49,1569481,0,0,TaskStop  seqTask_110 [uid=1361810275]
20,10/19/2016 03:03:48.3734,[1553   ] PCU_DISABLE bus=1,402,1,0,32,32,0,0,0,1,1026,3,114,49,1611199,0,0,[1553   ] PCU_DISABLE bus=1
21,10/19/2016 03:03:48.3734,[1553   ] PCU_DISABLE bus=1,402,1,0,32,32,0,0,0,1,1026,3,114,49,1611199,0,0,[1553   ] PCU_DISABLE bus=1
22,10/19/2016 03:03:48.3824,[0000015] cmd:success [0x00000001],402,1,0,32,32,0,0,0,1,1026,3,115,49,1611209,0,0,[0000015] cmd:success [0x00000001]
23,10/19/2016 03:03:48.3824,[0000015] cmd:success [0x00000001],402,1,0,32,32,0,0,0,1,1026,3,115,49,1611209,0,0,[0000015] cmd:success [0x00000001]
24,10/19/2016 03:04:43.5550,[1553   ] SEQ_REG_SET reg=1 val=1,402,1,0,32,32,0,0,0,1,1026,3,116,49,1666899,0,0,[1553   ] SEQ_REG_SET reg=1 val=1
25,10/19/2016 03:04:43.5550,[1553   ] SEQ_REG_SET reg=1 val=1,402,1,0,32,32,0,0,0,1,1026,3,116,49,1666899,0,0,[1553   ] SEQ_REG_SET reg=1 val=1
26,10/19/2016 03:04:43.5640,[1553   ] SEQ_REG_SET reg=1 val=1,402,1,0,32,32,0,0,0,1,1026,3,116,49,1666899,0,0,[1553   ] SEQ_REG_SET reg=1 val=1
27,10/19/2016 03:04:43.5640,[1553   ] SEQ_REG_SET reg=1 val=1,402,1,0,32,32,0,0,0,1,1026,3,116,49,1666899,0,0,[1553   ] SEQ_REG_SET reg=1 val=1
28,10/19/2016 03:04:44.3850,[0000016] cmd:success [0x00000001],402,1,0,32,32,0,0,0,1,1026,3,117,49,1666918,0,0,[0000016] cmd:success [0x00000001]
29,10/19/2016 03:04:44.3850,[0000016] cmd:success [0x00000001],402,1,0,32,32,0,0,0,1,1026,3,117,49,1666918,0,0,[0000016] cmd:success [0x00000001]
30,10/19/2016 03:05:21.3857,[1553   ] SEQ_RUN seq=120,402,1,0,32,32,0,0,0,1,1026,3,118,49,1704400,0,0,[1553   ] SEQ_RUN seq=120
31,10/19/2016 03:05:21.3857,[1553   ] SEQ_RUN seq=120,402,1,0,32,32,0,0,0,1,1026,3,118,49,1704400,0,0,[1553   ] SEQ_RUN seq=120
32,10/19/2016 03:05:21.3947,TaskRun   seqTask_120 [uid=1361826659],402,1,0,32,32,0,0,0,1,1026,3,119,49,1704402,0,0,TaskRun   seqTask_120 [uid=1361826659]
33,10/19/2016 03:05:21.3947,TaskRun   seqTask_120 [uid=1361826659],402,1,0,32,32,0,0,0,1,1026,3,119,49,1704402,0,0,TaskRun   seqTask_120 [uid=1361826659]
34,10/19/2016 03:05:21.4027,[0000017] cmd:success [0x00000078],402,1,0,32,32,0,0,0,1,1026,3,120,49,1704402,0,0,[0000017] cmd:success [0x00000078]
35,10/19/2016 03:05:21.4027,[0000017] cmd:success [0x00000078],402,1,0,32,32,0,0,0,1,1026,3,120,49,1704402,0,0,[0000017] cmd:success [0x00000078]
36,10/19/2016 03:05:21.4117,[120:000] PCU_ENABLE bus=2,402,1,0,32,32,0,0,0,1,1026,3,121,49,1704410,0,0,[120:000] PCU_ENABLE bus=2
37,10/19/2016 03:05:21.4117,[120:000] PCU_ENABLE bus=2,402,1,0,32,32,0,0,0,1,1026,3,121,49,1704410,0,0,[120:000] PCU_ENABLE bus=2
38,10/19/2016 03:05:21.4207,[0000018] cmd:success [0x00000002],402,1,0,32,32,0,0,0,1,1026,3,122,49,1704421,0,0,[0000018] cmd:success [0x00000002]
39,10/19/2016 03:05:21.4207,[0000018] cmd:success [0x00000002],402,1,0,32,32,0,0,0,1,1026,3,122,49,1704421,0,0,[0000018] cmd:success [0x00000002]
40,10/19/2016 03:05:21.4287,[0000018] cmd:success [0x00000002],402,1,0,32,32,0,0,0,1,1026,3,122,49,1704421,0,0,[0000018] cmd:success [0x00000002]
41,10/19/2016 03:05:21.4287,[0000018] cmd:success [0x00000002],402,1,0,32,32,0,0,0,1,1026,3,122,49,1704421,0,0,[0000018] cmd:success [0x00000002]
42,10/19/2016 03:05:21.4387,[120:001] SEQ_PAUSE dt=1,402,1,0,32,32,0,0,0,1,1026,3,123,49,1704422,0,0,[120:001] SEQ_PAUSE dt=1
43,10/19/2016 03:05:21.4387,[120:001] SEQ_PAUSE dt=1,402,1,0,32,32,0,0,0,1,1026,3,123,49,1704422,0,0,[120:001] SEQ_PAUSE dt=1
44,10/19/2016 03:05:22.4738,[120:002] PCU_SWITCH_ON bus=2 sw=%1 dt=0 te,402,1,0,32,32,0,0,0,1,1026,3,124,49,1705422,0,0,[120:002] PCU_SWITCH_ON bus=2 sw=%1 dt=0 te
45,10/19/2016 03:05:22.4738,[120:002] PCU_SWITCH_ON bus=2 sw=%1 dt=0 te,402,1,0,32,32,0,0,0,1,1026,3,124,49,1705422,0,0,[120:002] PCU_SWITCH_ON bus=2 sw=%1 dt=0 te
46,10/19/2016 03:05:22.4818,[0000019] cmd:success [0x00000002],402,1,0,32,32,0,0,0,1,1026,3,125,49,1705435,0,0,[0000019] cmd:success [0x00000002]
47,10/19/2016 03:05:22.4818,[0000019] cmd:success [0x00000002],402,1,0,32,32,0,0,0,1,1026,3,125,49,1705435,0,0,[0000019] cmd:success [0x00000002]
48,10/19/2016 03:05:22.4908,[120:003] SEQ_PAUSE dt=1,402,1,0,32,32,0,0,0,1,1026,3,126,49,1705436,0,0,[120:003] SEQ_PAUSE dt=1
49,10/19/2016 03:05:22.4908,[120:003] SEQ_PAUSE dt=1,402,1,0,32,32,0,0,0,1,1026,3,126,49,1705436,0,0,[120:003] SEQ_PAUSE dt=1
50,10/19/2016 03:05:23.3699,[120:004] MCB_ENABLE mcb=%1,402,1,0,32,32,0,0,0,1,1026,3,127,49,1706436,0,0,[120:004] MCB_ENABLE mcb=%1
51,10/19/2016 03:05:23.3699,[120:004] MCB_ENABLE mcb=%1,402,1,0,32,32,0,0,0,1,1026,3,127,49,1706436,0,0,[120:004] MCB_ENABLE mcb=%1
52,10/19/2016 03:05:23.3789,[0000020] cmd:success [0x00000001],402,1,0,32,32,0,0,0,1,1026,3,128,49,1706441,0,0,[0000020] cmd:success [0x00000001]
53,10/19/2016 03:05:23.3789,[0000020] cmd:success [0x00000001],402,1,0,32,32,0,0,0,1,1026,3,128,49,1706441,0,0,[0000020] cmd:success [0x00000001]
54,10/19/2016 03:05:23.3889,[120:005] SEQ_SLEEP dtms=500,402,1,0,32,32,0,0,0,1,1026,3,129,49,1706442,0,0,[120:005] SEQ_SLEEP dtms=500
55,10/19/2016 03:05:23.3889,[120:005] SEQ_SLEEP dtms=500,402,1,0,32,32,0,0,0,1,1026,3,129,49,1706442,0,0,[120:005] SEQ_SLEEP dtms=500
